conversation_id,timestamp,customer_message,intent,difficulty,turn_count,expected_action,escalation_recommendation,escalation_reason,historical_brand_response,labeler_notes
conv_181005,2017-10-04T12:53:55Z,"Sir, two items hd ordered mistakely. Then i cancelled this order. But i caouldn't get refund rs 229 which was debited from my ac",ORDER_CANCELLATION,hard,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158512 Apologies for the trouble you've had. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance. ^MM,Hard boundary case with overlapping intent signals; classified as ORDER_CANCELLATION based on precedence hierarchy.
conv_180983,2017-10-04T12:41:11Z,sir i order samsung j7 prime rs 10'500 in amazon pay how many cash back i get?,PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@158508 We'd like to take a closer look, Nitish. Please connect with us here: https://t.co/vlvfJr4nN9. ^HK","Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_183067,2017-10-04T15:52:08Z,you already has prepaid recharge option in Amazon pay India please add mobile bill payment option too. Thanks in advance,PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@159054 Thanks for the input. I'll be sure to pass this to the concerned team internally. ^SG,"Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_210359,2017-10-04T18:22:16Z,purchased #10.orG from Amazon site by Amazon pay balance please confirm if it eligible for cashback or I have to book from app,PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@165789 Please connect with our support team here: https://t.co/vlvfJr4nN9 for more info on cashback on your order. ^HA,"Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_210431,2017-10-04T18:31:46Z,"please help, I ordered a gift voucher which was allegedly signed for on Monday but it has not been received...",PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@165809 Oh no! Have you been able to reach out to us by phone or chat? If not, please click here: https://t.co/JzP7hlA23B ^NM","Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_210342,2017-10-04T18:33:31Z,I paid the full order by Amazon Pay. Then why is it showing only Rs.235? Please update it so that I get 15% cashback. https://t.co/y1qwmLYg2v,PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@165785 Looks like Rs.235 was charged from the pay balance. Connect with us here: https://t.co/TdDksLo6Mf and we'll sort this. ^MS,"Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_218137,2017-10-04T22:26:23Z,I never got my gift card for doing a survey? I've emailed a couple times and never get a response?,PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@168005 I'm sorry to hear this! Have you tried contacting us via phone or chat? If not, you can reach us here: https://t.co/hApLpMlfHN ^ME","Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_219492,2017-10-05T02:18:22Z,hi there just got my account back from an issue. now i have lost my $5.00 gift card as well as my preorder for a game on sale..,PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@168347 Uh oh! We'd like to take a look into this with you. Please reach out to us when it's convenient: https://t.co/CYqkdUakWJ ^GM,"Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_223923,2017-10-05T03:51:18Z,Amazon pay coming to India 🇮🇳 @115850,PAYMENT_BILLING_AND_PROMOS,easy,2,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169504 It is already here for a while now. Check it: https://t.co/RoLPBCh3H5 ^KC,"Prototypical, unambiguous payment billing and promos query with clear keywords."
conv_322599,2017-09-30T16:35:31Z,Gift card shows redeemed but the order not confirmed. Complaints done but no response. #AmazonIndia,PAYMENT_BILLING_AND_PROMOS,medium,4,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@192841 That's strange. We'd like to know what went wrong, please drop in your details here: https://t.co/GIJyeYqKE0 ^MS",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_179581,2017-10-04T08:30:29Z,1st mobile recharge with Amazon pay...but cashback not added to my Amazon wallet,PAYMENT_BILLING_AND_PROMOS,medium,4,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158298 Kindly check the t&c for the eligibility of the cashback here https://t.co/IOQNYavUbY. ^VM,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_179466,2017-10-04T09:19:59Z,Naa Amazon cash back coupon code raledu mee company nundi 😠,PAYMENT_BILLING_AND_PROMOS,medium,5,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158272 Could you please tell me which cash back you are referring to so that I can check it ? ^AU,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_180064,2017-10-04T10:11:14Z,"Recharged with Amazon Pay Balance, how do I get to know that offer to win iPhone8 applied or not? @115850 @AmazonHelp https://t.co/d7CvlzmyPH",PAYMENT_BILLING_AND_PROMOS,medium,4,RESOLVE_PAYMENT_BILLING_ERROR,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@158377 Hi Daljit, kindly contact us here: https://t.co/vlvfJr4nN9 and we'll check this for you. ^HN",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_222671,2017-10-05T03:38:51Z,i place an order of a laptop and its showing 15% cash back if u pay through Amazon pay but i don't received any Cashback plz help,PAYMENT_BILLING_AND_PROMOS,medium,5,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@169195 Not to worry, your cash back will be credited within 21 days from the date of shipping. ^PS",Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_224399,2017-10-05T04:33:01Z,there is an issue of recharge relience jio via Amazon pay so plz check this issue,PAYMENT_BILLING_AND_PROMOS,medium,5,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169619 We'd like to have a look into this. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will revert shortly. ^AB,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_248682,2017-10-04T15:10:50Z,I want my money back from Amazon pay .please help,PAYMENT_BILLING_AND_PROMOS,hard,4,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@175077 Navneet, I'm afraid that once amount is credited into the pay balance it can't be reverted to the bank account. ^MS",Hard boundary case with overlapping intent signals; classified as PAYMENT_BILLING_AND_PROMOS based on precedence hierarchy.
conv_199977,2017-10-04T20:00:53Z,Thanks again @115821 for the call & the gift card in addition to the refund of my order. I'm a happy Amazon customer again. @117795,PAYMENT_BILLING_AND_PROMOS,hard,2,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@163179 Awesome feedback, glad to hear this! Be sure to leave comments in the survey sent to your e-mail. We're here to help! ^KN",Hard boundary case with overlapping intent signals; classified as PAYMENT_BILLING_AND_PROMOS based on precedence hierarchy.
conv_222751,2017-10-05T03:26:09Z,When the 15% cash back is credited to Amazon Pay Balance in the ongoing deal?,PAYMENT_BILLING_AND_PROMOS,hard,4,RESOLVE_PAYMENT_BILLING_ERROR,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169208 The cashback amount will be credited to your account as Amazon pay balance within 21 days from the date of purchase. ^RD,Hard boundary case with overlapping intent signals; classified as PAYMENT_BILLING_AND_PROMOS based on precedence hierarchy.
conv_269130,2017-10-06T00:41:36Z,My Gift card code is not working. Please help,PAYMENT_BILLING_AND_PROMOS,hard,2,RESOLVE_PAYMENT_BILLING_ERROR,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@180171 Sorry to know you're facing issues with gift card. Please reach us from here: https://t.co/rS49hgaADF we'll assist you. ^SV,Hard boundary case with overlapping intent signals; classified as PAYMENT_BILLING_AND_PROMOS based on precedence hierarchy.
conv_420304,2017-09-28T19:15:36Z,#fraud company#worst customer service # amazon https://t.co/V6CzaPwl6Y,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,easy,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@215184 Sorry for any inconvenience. Kindly drop in the details here : https://t.co/UOLpjVCTUG. We'll look into it. ^CA,"Prototypical, unambiguous customer service and courier feedback query with clear keywords."
conv_182837,2017-10-04T17:07:27Z,"poor customer service over phone, cannot contact carrier. Cannot even locate my item 26hrs... Cannot escalate locally.... https://t.co/IpvzNV1DlM",CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,easy,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,"@159019 I'm sorry for the aggravation! When you spoke with us, What options were offered for the order? ^DD","Prototypical, unambiguous customer service and courier feedback query with clear keywords."
conv_205106,2017-10-04T23:44:53Z,You have the oddest worst customer service. Why would anyone want to use #amazonpay ?Cannot trust you due to bad customer service,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,easy,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,"@164580 I'm sorry to hear this. Without posting personal or account information, can you tell us more about the trouble? ^LI","Prototypical, unambiguous customer service and courier feedback query with clear keywords."
conv_278659,2017-10-06T06:50:38Z,Products which you sell on discount are basically outdated. My issue is not yet solved. Poor Customer service.,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,easy,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@182456 Sorry to hear the issue is not resolved. Please drop in your details here: https://t.co/GIJyeYqKE0 & we'll have a closer look. ^BS,"Prototypical, unambiguous customer service and courier feedback query with clear keywords."
conv_279206,2017-10-06T07:26:15Z,very poor and pathetic service from Amazon. Used product sent. And Packing too weak and below ordinary https://t.co/Yx0luSLkmT,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,easy,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@182582 This is unacceptable indeed. Did you report this to our customer service team here: https://t.co/vlvfJr4nN9? (1/2) ^SI,"Prototypical, unambiguous customer service and courier feedback query with clear keywords."
conv_279495,2017-10-06T09:19:24Z,"Poor customer service @115830 !! Week of confusion, slow progress. #notahappycustomer https://t.co/vMqF5Bg0Af",CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,easy,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@182619 Hi Sam- Sorry about this. Have you been able to get in contact with us via the link previously provided? ^NV,"Prototypical, unambiguous customer service and courier feedback query with clear keywords."
conv_280706,2017-10-06T10:29:26Z,absolutely terrible service from sellar central,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,easy,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,"@182871 Hi, sorry to hear that. Can you tell us a bit more about the issue without sharing any personal or account info? ^JJ","Prototypical, unambiguous customer service and courier feedback query with clear keywords."
conv_180099,2017-10-04T11:04:30Z,#AmazonGreatIndianFestival is a chuttiappa? U guys delivered me an empty pckg of Mi4i Tempered glass. Really pathetic service. https://t.co/ZI286FMIDm,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,medium,4,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@158383 Sorry about that. Kindly get in touch with us here: https://t.co/Qxm4Uz9QUO and we’ll be glad to help you. ^AG,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_180495,2017-10-04T12:42:50Z,"you guyz fo me new way to cheat customers. Price on website 20K and when you buy,price is changed. You guys are cheaters https://t.co/cYJ6vH5BtD",CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,medium,4,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@158444 I'm sure it's disappointing to see an increase in the price of the product you were planning to purchase. As Amazon.in 1/3 ^NK,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_215964,2017-10-05T03:05:13Z,This is what I experienced with your GI festival. Ordered with prime.Worst experience.@115850 @AmazonHelp #AmazonGreatIndianFestival https://t.co/YZUMBHRmNd,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,medium,4,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@167353 Looks like you've not received your order on time. Our apologies. Kindly reach us at https://t.co/vlvfJr4nN9. We'll help ^KC,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_226396,2017-10-05T06:39:41Z,odr# 408-4662003-7122753 to b delivrd on 29Sep. Still waiting delivery. Disgusting service. Make it fast.,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,medium,3,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@170044 Sorry about the delay. Kindly fill in your details here: https://t.co/GIJyeYqKE0 and I'll help you with it. ^MM,Conversational query with multi-sentence context (3 turns) reflecting customer context.
conv_231518,2017-10-05T09:42:20Z,order no 405-4417879-1189968 - ordered iPhone 7 rose gold 32gb but got used iPhone 7 blue 128 gb.. pathetic service.. https://t.co/04fxb6obCj,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,medium,3,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@171139 We are sorry for the hassle. Please reach out to our support team here: https://t.co/vlvfJr4nN9. Be assured of help. 1/2 ^SB,Conversational query with multi-sentence context (3 turns) reflecting customer context.
conv_233431,2017-10-05T11:55:13Z,Pathetic Service provided by Amazon to Costumer . Order I Phone 6 on 24th Sep but still not received any confirmation. https://t.co/zp5U0G4f9w,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,medium,3,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@171572 Request you to kindly wait as the issue is still being investigated. Twitter being a public platform we do not have (1/2) ^SI,Conversational query with multi-sentence context (3 turns) reflecting customer context.
conv_182513,2017-10-04T16:29:21Z,"Hey @115850 Please arrange pickup for return, it was fixed today but nobody visited 4 pickup. Tracking ID: 710388293771 Worst experience👎👎",CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,hard,7,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,"@158923 My apologies for the trouble, Abhijit. Kindly reach out to us via: https://t.co/ErH8v482wz and we will have this checked. ^KS 1/2",Hard boundary case with overlapping intent signals; classified as CUSTOMER_SERVICE_AND_COURIER_FEEDBACK based on precedence hierarchy.
conv_183075,2017-10-04T16:36:41Z,Talked regarding delivery delay issue worst experience. Unprofessional cs agent,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,hard,2,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@159057 I'm sorry for the unpleasant experience. Please report this by reverting our email. ^HA,Hard boundary case with overlapping intent signals; classified as CUSTOMER_SERVICE_AND_COURIER_FEEDBACK based on precedence hierarchy.
conv_227311,2017-10-05T07:14:31Z,pathetic service. RPU cancelled for the 5th time. Amit Agarwal look into the concern. As uh have hired the >>,CUSTOMER_SERVICE_AND_COURIER_FEEDBACK,hard,6,ESCALATE_SERVICE_GRIEVANCE,escalate_human_agent,Requires human intervention for customer service and courier feedback.,@170228 I'm sorry for the trouble. Have you reported this to our support team at: https://t.co/vlvfJr4nN9 ? ^AU,Hard boundary case with overlapping intent signals; classified as CUSTOMER_SERVICE_AND_COURIER_FEEDBACK based on precedence hierarchy.
conv_699493,2017-04-02T18:02:25Z,100s of ppl have been scammed from my Seller Acct that was hacked..called 2x about it 3wks ago. When will you actually do something?,ACCOUNT_ACCESS_AND_SECURITY,easy,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,"@286862 We're sorry to hear about your account issue, Courtney! Have you received any correspondence since you last contacted? ^CC","Prototypical, unambiguous account access and security query with clear keywords."
conv_1208789,2017-06-17T04:04:41Z,No @AmazonHelp have replied. I seldom log in here but I 'll make sure I do give u a knock everytime I log in should u not heed to ur cstmrs,ACCOUNT_ACCESS_AND_SECURITY,easy,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@400090 Hey! Sorry you feel this way. May I know what went wrong so that I can help you accordingly? ^MM,"Prototypical, unambiguous account access and security query with clear keywords."
conv_1516281,2017-10-02T13:58:55Z,can't sign in due to forgotten password. Reset password does not work via web or customer service. How does one purchase?,ACCOUNT_ACCESS_AND_SECURITY,easy,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@471803 Our live customer service could check if password recovery is available. Please try us again: https://t.co/Q7Ftz6nj80 ^MJ,"Prototypical, unambiguous account access and security query with clear keywords."
conv_954022,2017-10-03T14:11:35Z,Dear @115821 my account officially has been hacked. I've NEVER purchased this or reviewed this item. #FixItNowPlease #Hacked https://t.co/qLtsqkQfzi,ACCOUNT_ACCESS_AND_SECURITY,easy,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@346377 Please give us a call here: https://t.co/hApLpMlfHN so we can look into this with you. ^TR,"Prototypical, unambiguous account access and security query with clear keywords."
conv_197728,2017-10-04T14:05:45Z,trying to log in on the app & on the normal website and keep getting this and a random email address keeps coming up on the app? https://t.co/IaCLLx9bJf,ACCOUNT_ACCESS_AND_SECURITY,easy,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@162504 Have you received an e-mail about any changes made to your account? ^TR,"Prototypical, unambiguous account access and security query with clear keywords."
conv_198442,2017-10-04T20:11:10Z,someone has hacked my account and is buying £100s worth of gift vouchers please help ☹️☹️☹️☹️,ACCOUNT_ACCESS_AND_SECURITY,easy,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@162656 I'm sorry to hear this! You can contact us directly here without signing in to your account here: https://t.co/IJyKoR4602 ^ME,"Prototypical, unambiguous account access and security query with clear keywords."
conv_218170,2017-10-04T22:20:50Z,I cannot login to my amazon account even if my password is correct.What is going on?,ACCOUNT_ACCESS_AND_SECURITY,easy,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,"@168015 Yikes! I'm sorry about troubles logging in, Hamdi! We want to look into this, so can you confirm which site you order from? ^FR","Prototypical, unambiguous account access and security query with clear keywords."
conv_675945,2017-09-28T12:32:57Z,Still locked out of my account. 3 weeks now. Your support by telephone and email is awful,ACCOUNT_ACCESS_AND_SECURITY,medium,4,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,"@171656 Hi, sorry to hear that. Have you received an email from the account specialists? Please check spam/junk folders also. ^JJ",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_179320,2017-10-03T09:52:27Z,"whats going on, I have been locked out of my prime account for the past 4 days account specialists don't call or email me?",ACCOUNT_ACCESS_AND_SECURITY,medium,4,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@158257 Have you checked you spam/junk folders for a response from the account specialist ? ^CR,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_197667,2017-10-04T13:55:47Z,"Not only was my @115821 account hacked for a third time, but their customer service had the nerve to be extremely rude to me about it.",ACCOUNT_ACCESS_AND_SECURITY,medium,5,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@162492 I'm so sorry for the poor experience! Feedback can be left via the survey provided in the e-mail after the contact. 1/2,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_659939,2017-10-04T15:56:14Z,Hey @115821 I can't log in on my phone because your captchas are completely indecipherable. I've failed 4 in a row now. https://t.co/7LUbMU0ECR,ACCOUNT_ACCESS_AND_SECURITY,medium,4,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@277176 I'm sorry for the trouble while signing in to your account. We'd like to help here: https://t.co/jzvkhdlrK5 ^RA,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_227018,2017-10-05T07:30:59Z,"Great sale started on Amazon today, if you login into the sites you can save up to 60%,But you can save 100% if you don't login 😂",ACCOUNT_ACCESS_AND_SECURITY,medium,5,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@170156 I sense you're not happy with our services. Could you please tell what went wrong ? ^HT,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_183045,2017-10-04T16:22:22Z,"trying to register my #firestick but says my login details are not valid, yet I am logged in on my phone on your website ??#help",ACCOUNT_ACCESS_AND_SECURITY,hard,6,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,"@159048 If your password uses them, have you made sure that any capitol letters are being inputted? Also try restarting. ^MJ",Hard boundary case with overlapping intent signals; classified as ACCOUNT_ACCESS_AND_SECURITY based on precedence hierarchy.
conv_182574,2017-10-04T17:17:03Z,hey @AmazonHelp - i am locked out of my account and i want to cancel my audible subscription ASAP. pls advise what to do. thanks.,ACCOUNT_ACCESS_AND_SECURITY,hard,2,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,"@158934 Hi there! Just to clarify, what message are you receiving when you try to sign in to your account? ^WJ",Hard boundary case with overlapping intent signals; classified as ACCOUNT_ACCESS_AND_SECURITY based on precedence hierarchy.
conv_280676,2017-10-06T08:31:49Z,"How can someone hack into amazon.in account.Change email id, ph no.on top of it my order gets cancelled,paybalance account blocked",ACCOUNT_ACCESS_AND_SECURITY,hard,4,RECOVER_ACCOUNT_SECURITY,escalate_human_agent,Requires human intervention for account access and security.,@182868 Sorry for the inconvenience. Contact our support team here: https://t.co/vlvfJr4nN9 we will assist you further. ^GU,Hard boundary case with overlapping intent signals; classified as ACCOUNT_ACCESS_AND_SECURITY based on precedence hierarchy.
conv_210319,2017-09-12T14:26:05Z,"#Suffering frm last 7 days, without any fault. Due to technical glitch/wrong info by @115821 Sorry to say but such service was not expected",TECHNICAL_AND_PLATFORM_ISSUES,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@165778 We'd like to assist you, could you please let us know what went wrong from our end? ^AM","Prototypical, unambiguous technical and platform issues query with clear keywords."
conv_179301,2017-10-04T09:55:14Z,there is a serious bug on your website; when trying to navigate using Next page or Page Number it redirects to Home Page.,TECHNICAL_AND_PLATFORM_ISSUES,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158253 Sorry for the trouble. Could you please try it in a different browser and let us know if it still exists? ^HN,"Prototypical, unambiguous technical and platform issues query with clear keywords."
conv_423523,2017-10-04T13:19:35Z,when are you bringing Alexa app to India ?,TECHNICAL_AND_PLATFORM_ISSUES,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@215823 The Alexa app will be available in the App Store / Play Store when the devices start shipping the week of Oct 30. ^HN,"Prototypical, unambiguous technical and platform issues query with clear keywords."
conv_215087,2017-10-05T01:24:24Z,Beginning to think @115821 is protesting @116602 Because the app never works on my firestick,TECHNICAL_AND_PLATFORM_ISSUES,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@167103 I'm sorry you're experiencing issues! Are you receiving an error code? Have you tried un/re-installing the app? ^MV,"Prototypical, unambiguous technical and platform issues query with clear keywords."
conv_223883,2017-10-05T03:58:25Z,what i will get if i will show you a real time bug of @115850 ?,TECHNICAL_AND_PLATFORM_ISSUES,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@169496 We don't have a bug bounty program. Let us know more, we'll try to fix it. ^GK","Prototypical, unambiguous technical and platform issues query with clear keywords."
conv_235169,2017-10-05T13:17:06Z,How about surprising me with a firestick this deepawali ?,TECHNICAL_AND_PLATFORM_ISSUES,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@172004 Hi, why wait until Deepawali? When you can purchase it right now! Please check the link: https://t.co/6AGPOKtGoQ. :-) ^HN","Prototypical, unambiguous technical and platform issues query with clear keywords."
conv_244944,2017-10-05T14:27:16Z,when will be Alexa app available on apple app store india?,TECHNICAL_AND_PLATFORM_ISSUES,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@174158 I'm afraid, we currently do not have any information on that. Please stay tuned for more details. ^JC","Prototypical, unambiguous technical and platform issues query with clear keywords."
conv_183274,2017-10-04T12:10:30Z,When ordering the cart becomes empty even in app and browser in computer. Is it a game show or glitch??? #worstcustomerservice,TECHNICAL_AND_PLATFORM_ISSUES,medium,4,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@159100 That's odd, have you tried fresh login with the app? ^MJ",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_226423,2017-10-05T06:51:03Z,android Alexa app says new version with calling available but play store installs old version?,TECHNICAL_AND_PLATFORM_ISSUES,medium,4,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@170047 Hello, have you tried resetting the device ? ^CR",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_227921,2017-10-05T08:00:32Z,Unable to add product in cart. What is the use of sale if the app crashes so frequently. @119356 @115850 @AmazonHelp https://t.co/ds3F5QbgnY,TECHNICAL_AND_PLATFORM_ISSUES,medium,5,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@170342 I'm sorry for the trouble. I'll pass the feedback to the concerned team and get this looked into at the earliest. ^AU,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_248663,2017-10-05T16:27:29Z,how come the Alexa app doesn’t recognise my mobile number when I try and register it for messaging? Is there a bug?,TECHNICAL_AND_PLATFORM_ISSUES,medium,4,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@175073 Sorry for the trouble. Have you tried deleting the app & reinstalling it? Will you pls send us a screen shot of the error? ^CO,Conversational query with multi-sentence context (4 turns) reflecting customer context.
